coffee_id,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Overall,Defects,Total Cup Points
1009,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,,81
1010,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,,81
1011,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,,81
1012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,,81
1013,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,,81
1014,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,,80.92
1015,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,,80.92
1016,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,,80.92
1017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,,80.92
1018,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,,80.92
1019,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,,80.92
1020,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,,80.92
1021,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,,80.92
1022,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,,80.92
1023,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,,80.92
1024,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,,80.92
1025,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,,80.92
1026,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,,80.92
1027,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,,80.92
1028,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,,80.92
1029,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,,80.92
1030,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,,80.92
1031,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,,80.83
1032,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,,80.83
1033,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,,80.83
1034,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,,80.83
1035,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,,80.83
1036,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,,80.83
1037,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,,80.83
1038,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,,80.75
1039,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,,80.75
1040,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,,80.75
1041,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,,80.75
1042,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,,80.75
1043,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,,80.75
1044,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,,80.75
1045,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,,80.75
1046,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,,80.75
1047,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,,80.75
1048,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,,80.75
1049,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,,80.75
1050,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,,80.67
1051,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,,80.67
1052,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,,80.67
1053,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,,80.67
1054,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,,80.67
1055,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,,80.67
1056,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,,80.67
1057,7.67,7.17,7,7.5,7,7,10,10,10,7.33,,80.67
1058,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,,80.67
1059,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,,80.67
1060,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,,80.67
1061,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,,80.58
1062,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,,80.58
1063,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,,80.58
1064,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,,80.58
1065,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,,80.58
1066,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,,80.58
1067,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,,80.58
1068,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,,80.58
1069,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,,80.5
1070,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,,80.5
1071,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,,80.5
1072,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,,80.5
1073,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,,80.5
1074,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,,80.5
1075,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,,80.5
1076,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,,80.5
1077,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,,80.5
1078,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,,80.5
1079,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,,80.5
1080,7.25,7.42,7,7.42,7.33,7,10,10,10,7,,80.42
1081,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,,80.42
1082,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,,80.42
1083,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,,80.42
1084,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,,80.42
1085,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,,80.42
1086,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,,80.42
1087,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,,80.33
1088,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,,80.33
1089,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,,80.33
1090,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,,80.33
1091,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,,80.33
1092,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,,80.33
1093,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,,80.33
1094,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,,80.33
1095,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,,80.25
1096,7.25,7.25,7,7,7.42,7,10,10,10,7.33,,80.25
1097,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,,80.25
1098,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,,80.25
1099,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,,80.25
1100,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,,80.25
1101,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,,80.25
1102,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,,80.25
1103,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,,80.25
1104,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,,80.25
1105,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,,80.25
1106,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,,80.17
1107,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,,80.17
1108,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,,80.17
1109,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,,80.17
1110,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,,80.17
1111,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,,80.17
1112,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,,80.17
1113,7.33,7.33,7,7.33,7,7,10,10,10,7.17,,80.17
1114,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,,80.17
1115,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,,80.08
1116,7.42,7.25,7.25,7.17,7,7,10,10,10,7,,80.08
1117,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,,80.08
1118,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,,80.08
1119,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,,80.08
1120,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,,80.08
1121,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,,80.08
1122,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,,80.08
1123,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,,80
1124,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,,80
1125,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,,80
1126,7.25,7.25,7.25,7,7.25,7,10,10,10,7,,80
1127,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,,80
1128,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,,80
1129,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,,80
1130,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,,80
1131,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,,79.92
1132,7.5,7,7,6.92,7.33,7.17,10,10,10,7,,79.92
1133,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,,79.92
1134,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,,79.92
1135,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,,79.92
1136,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,,79.92
1137,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,,79.92
1138,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,,79.92
1139,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,,79.92
1140,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,,79.83
1141,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,,79.83
1142,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,,79.83
1143,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,,79.83
1144,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,,79.83
1145,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,,79.75
1146,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,,79.75
1147,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,,79.75
1148,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,,79.75
1149,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,,79.75
1150,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,,79.75
1151,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,,79.75
1152,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,,79.75
1153,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,,79.75
1154,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,,79.75
1155,7.33,7.25,7,7.08,7.08,7,10,10,10,7,,79.75
1156,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,,79.75
1157,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,,79.75
1158,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,,79.67
1159,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,,79.67
1160,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,,79.67
1161,7.5,7,6.83,7.08,7.08,7.17,10,10,10,7,,79.67
1162,7.42,7.25,6.83,7.58,7.17,6.58,10,10,10,6.83,,79.67
1163,7.33,7.17,7,6.75,7.08,7,10,10,10,7.33,,79.67
1164,6.92,7.17,7.17,7.17,7.08,7.08,10,10,10,7.08,,79.67
1165,7.17,7.17,7,7,7.25,6.92,10,10,10,7.17,,79.67
1166,7.08,7,6.92,7.33,7.25,7.08,10,10,10,6.92,,79.58
1167,7.25,6.92,6.92,7.33,7.25,7,10,10,10,6.92,,79.58
1168,7.25,7.17,7,6.75,7.17,7.33,10,10,10,6.92,,79.58
1169,7.08,7,6.83,7.33,7.25,7,10,10,10,7.08,,79.58
1170,6.92,6.92,7,7.42,7.25,7,10,10,10,7,,79.5
1171,6.92,7,7.17,7,7.42,7,10,10,10,7,,79.5
1172,7.83,7.5,7.42,7.42,7.67,7.5,10,6.67,10,7.5,,79.5
1173,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10,10,7,,79.5
1174,7.25,7.33,7,7.25,7.17,7.17,9.33,10,10,7,,79.5
1175,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,,79.42
1176,7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,,79.42
1177,7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,,79.42
1178,7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,,79.33
1179,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,,79.33
1180,7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,,79.33
1181,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,,79.33
1182,7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,,79.33
1183,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,,79.25
1184,7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,,79.25
1185,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,,79.17
1186,7.58,7,6.75,6.92,7,6.92,10,10,10,7,,79.17
1187,7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,,79.17
1188,7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,,79.17
1189,7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,,79.17
1190,7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,,79.17
1191,7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,,79.17
1192,6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,,79.17
1193,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,,79.08
1194,7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,,79.08
1195,7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,,79.08
1196,7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,,79.08
1197,7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,,79.08
1198,6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,,79.08
1199,7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,,79
1200,7,7,7,7,7,7,10,10,10,7,,79
1201,7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,,79
1202,6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,,79
1203,7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,,79
1204,7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,,79
1205,7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,,78.92
1206,7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,,78.92
1207,7.17,7,6.92,7,7,7,10,10,10,6.75,,78.83
1208,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,,78.75
1209,7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,,78.75
1210,7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,,78.75
1211,7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,,78.75
1212,7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,,78.75
1213,7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,,78.67
1214,6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,,78.67
1215,7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,,78.58
1216,6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,,78.58
1217,7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,,78.58
1218,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,,78.58
1219,7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,,78.58
1220,7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,,78.58
1221,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,,78.58
1222,7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,,78.5
1223,7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,,78.5
1224,7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,,78.5
1225,6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,,78.42
1226,7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,,78.42
1227,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,,78.33
1228,7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,,78.33
1229,7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,,78.33
1230,7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,,78.33
1231,7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,,78.33
1232,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,,78.25
1233,7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,,78.25
1234,6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,,78.17
1235,7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,,78.08
1236,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,,78
1237,6.83,7,6.67,7,7,6.83,10,10,10,6.67,,78
1238,7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,,78
1239,7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,,78
1240,7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,,78
1241,7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,,78
1242,7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,,78
1243,7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,,78
1244,7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,,77.92
1245,7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,,77.92
1246,7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,,77.92
1247,7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,,77.83
1248,7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,,77.83
1249,7,6.83,6.67,7.17,6.83,6.83,10,10,10,6.5,,77.83
1250,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,,77.67
1251,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,,77.58
1252,7.17,6.75,6.58,6.75,6.83,6.75,10,10,10,6.67,,77.5
1253,7.08,6.92,6.33,7,6.92,7,10,10,10,6.17,,77.42
1254,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,7,,77.33
1255,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,6.67,,77.33
1256,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,6.83,,77.33
1257,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,6.83,,77.25
1258,7.08,6.92,6.83,6.67,7.58,7.42,8.67,9.33,10,6.75,,77.25
1259,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,6.92,,77.17
1260,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,7.67,,77
1261,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,7.42,,76.83
1262,6.67,6.33,6.42,6.83,7,6.92,10,10,10,6.58,,76.75
1263,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,6.5,,76.5
1264,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,6.58,,76.42
1265,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,7,,76.33
1266,6.17,6.5,6.5,7.17,7,6.83,10,10,10,6.17,,76.33
1267,7.25,7.08,6.83,7.17,7.33,6.83,8.67,8.67,9.33,7.08,,76.25
1268,7.5,7.33,7.33,7.58,7.67,7.25,8,8,8,7.5,,76.17
1269,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,6.75,,76.17
1270,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,6.67,,76.17
1271,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,6.58,,76.08
1272,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,7,,76
1273,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,6.67,,75.83
1274,7.17,7,6.83,7.5,7.17,7,8,8,10,7,,75.67
1275,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,6.83,,75.58
1276,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,6.5,,75.58
1277,7.5,7.25,6.92,7,7.17,6.83,8,8,10,6.83,,75.5
1278,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,6.58,,75.17
1279,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,6.67,,75.17
1280,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,6.75,,75.17
1281,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,6.75,,75
1282,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,6.42,,74.92
1283,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,7,,74.83
1284,6.75,6.5,6.17,7,7.25,6.75,8,10,10,6.33,,74.75
1285,6.75,6.67,6.17,7.17,7,6.58,8,10,10,6.42,,74.75
1286,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,6.75,,74.67
1287,7.5,7.25,7,7.25,7.42,7.33,8,8.67,6.67,7.33,,74.42
1288,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,6,,74.33
1289,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,6.67,,74.33
1290,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,6.5,,74
1291,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,7.08,,73.83
1292,7.17,7.17,7.17,7.58,7.67,6.92,9.33,6.67,6.67,7.33,,73.67
1293,7.25,6.58,6.58,7,7,6.42,8,8,10,6.67,,73.5
1294,7,7.17,6.83,7.17,7,7.17,8,8,8,7.08,,73.42
1295,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,6.92,,72.92
1296,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,,72.83
1297,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,,72.58
1298,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,6.42,,72.33
1299,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,6.25,,71.75
1300,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,6.58,,71.08
1301,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,6.42,,71
1302,6.92,7,6.83,6.92,7.42,6.92,6,6,10,6.75,,70.75
1303,7,7,6.83,7,7.33,6.83,6,6,10,6.67,,70.67
1304,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,6.33,,69.33
1305,7,6.17,6.17,6.67,6.5,6.17,8,8,8,6.5,,69.17
1306,7,6.33,6.17,6.5,6.67,6.17,8,8,8,6.33,,69.17
1307,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,6.75,,68.33
1308,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,6.42,,67.92
1309,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,6.17,,63.08
1310,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,6.67,,59.83
1312,0,0,0,0,0,0,0,0,0,0,,0
